,published_date,title,publisher,kode_emitten,title_en
1652,2023-03-09,BRI Bidik Jumlah Nasabah Wealth Management Tumbuh Double Digit pada Tahun 2023,Kontan,BBRI,BRI Aims for Number of Wealth Management Customers to Grow Double Digits in 2023
1653,2023-03-10,"KUR BRI 2023 Sudah Dibuka, Simak Syarat & Ketentuannya!",CNBC Indonesia,BBRI,"BRI KUR 2023 is now open, check out the terms and conditions!"
1654,2023-03-10,"KUR BRI 2023 Dibuka, Ini Syarat, Suku Bunga, dan Plafon Pinjaman hingga Rp 500 Juta",Kontan,BBRI,"BRI KUR 2023 Opens, Here are the Terms, Interest Rates and Loan Ceilings of up to IDR 500 Million"
1655,2023-03-10,BCA (BBCA) dan BRI (BBRI) Tancap Gas Genjot Laba,Bisnis,BBRI,BCA (BBCA) and BRI (BBRI) Step on the Gas to Boost Profits
1656,2023-03-10,"Ikuti Pola Nasabah, BRI Alihkan Internet Banking ke BRImo",CNBC Indonesia,BBRI,"Following Customer Patterns, BRI Switches Internet Banking to BRImo"
1657,2023-03-12,"BRI (BBRI) Tetapkan Dividen Besok, Begini Riwayat dan Prediksinya",Bisnis,BBRI,"BRI (BBRI) Sets Dividend Tomorrow, Here's the History and Predictions"
1658,2023-03-13,Bank Rakyat Indonesia (BRI) Selesaikan Kredit Sindikasi US$ 312 Juta,Kontan,BBRI,Bank Rakyat Indonesia (BRI) Completes Syndicated Credit of US$ 312 Million
1659,2023-03-13,"Bank Rakyat Indonesia (BBRI) Siapkan Dana Rp 1,5 Triliun untuk Buyback Saham",Kontan,BBRI,Bank Rakyat Indonesia (BBRI) Prepares IDR 1.5 Trillion Funds for Share Buyback
1660,2023-03-13,"Prospek Dividen Bank BBRI, BBCA, BMRI, BBNI dan BBTN di Tengah Pertumbuhan Laba 2022",Kontan,BBRI,"Dividend Prospects for BBRI, BBCA, BMRI, BBNI and BBTN Banks amidst Profit Growth in 2022"
1661,2023-03-13,"Gelar RUPST, Berikut Susunan Komisaris dan Direksi BRI Terbaru",Kontan,BBRI,"Holding AGMS, Following is the Latest Composition of BRI Commissioners and Directors"
1662,2023-03-13,Inovasi Layanan Nasabah BRI Raih Penghargaan Internasional,CNBC Indonesia,BBRI,BRI Customer Service Innovation Wins International Award
1663,2023-03-13,"Terungkap, Ini 2 Teman Yang Bikin BRI Untung Gede Tahun Lalu",CNBC Indonesia,BBRI,"Revealed, These are the 2 Friends Who Made BRI Big Profits Last Year"
1664,2023-03-13,"BRI Gelar RUPST Hari Ini, Susunan Direksi & Komisaris Dirombak?",Bisnis,BBRI,"BRI Holds AGMS Today, Is the Composition of Directors & Commissioners Reshuffled?"
1665,2023-03-13,"BRI (BBRI) Setor Dividen Rp23,15 Triliun ke Pemerintah Indonesia",Bisnis,BBRI,BRI (BBRI) Deposits Dividends of IDR 23.15 Trillion to the Indonesian Government
1666,2023-03-13,Hasil RUPST 2023: Irjen Kemenkeu Diangkat Jadi Komisaris BRI,CNBC Indonesia,BBRI,2023 AGM Results: Ministry of Finance Inspector General Appointed as BRI Commissioner
1667,2023-03-13,"BRI (BBRI) Tebar Dividen per Saham Rp288, Naik 65 Persen",Bisnis,BBRI,"BRI (BBRI) Distributes Dividends per Share of Rp288, Up 65 Percent"
1668,2023-03-13,"Dukung Pemenuhan Tempat Tinggal, BRI Gelar Property Expo 2023",CNBC Indonesia,BBRI,"Supporting Housing Fulfillment, BRI Holds Property Expo 2023"
1669,2023-03-13,"BRI (BBRI) Bagikan Dividen Tunai Rp43,5 Triliun, 85 Persen dari Laba 2022",Bisnis,BBRI,"BRI (BBRI) Distributes Cash Dividends of IDR 43.5 Trillion, 85 Percent of 2022 Profits"
1670,2023-03-13,"BRI Bagi Dividen 85%, Pemegang Saham Dapat Rp 43,5 Triliun",CNBC Indonesia,BBRI,"BRI Distributes 85% Dividend, Shareholders Get IDR 43.5 Trillion"
1671,2023-03-13,"BRI Mau Buyback Saham Rp 1,5 Triliun!",CNBC Indonesia,BBRI,BRI Wants to Buyback IDR 1.5 Trillion Shares!
1672,2023-03-13,"Breaking: BRI Bagi Dividen Rp 43,5 T, 85% dari Laba",CNBC Indonesia,BBRI,"Breaking: BRI Shares Dividends of IDR 43.5 T, 85% of Profits"
1673,2023-03-13,"Top! Bagi Dividen Rp 43,49 T, BRI Setor ke Kas Negara Segini",CNBC Indonesia,BBRI,"Top! For Dividends of IDR 43.49 T, BRI Deposited This Much to the State Treasury"
1674,2023-03-13,"Tabungan BRI Terbesar Sepanjang Sejarah, Segini Nilainya",CNBC Indonesia,BBRI,"The Largest BRI Savings in History, This is Its Value"
1675,2023-03-13,Tok! RI Dapat Rp 23 T Dari Dividen BRI,CNBC Indonesia,BBRI,Knock! RI Gets IDR 23 T from BRI Dividends
1676,2023-03-14,"Ini Syarat Dapat KUR Kecil BRI, UMKM Sudah Tahu?",CNBC Indonesia,BBRI,Do MSMEs Know These Requirements for Getting BRI Small KUR?
1677,2023-03-14,"Harga Saham BBCA, BBRI, BMRI, BBNI Anjlok, Terpengaruh Bangkrutnya SVB?",Bisnis,BBRI,"BBCA, BBRI, BMRI, BBNI share prices plummet, affected by SVB's bankruptcy?"
1678,2023-03-14,"Jajaran Direksi BRI Belum Berubah, Bagaimana dengan Bank BUMN Lain?",Kontan,BBRI,"BRI's Board of Directors Hasn't Changed, What About Other State-Owned Banks?"
1679,2023-03-14,"Dear UMKM, Ini Syarat dan Ketentuan Ajukan KUR BRI 2023",CNBC Indonesia,BBRI,"Dear MSMEs, these are the terms and conditions for applying for BRI KUR 2023"
1680,2023-03-14,"Terbesar Sepanjang Sejarah, Simpanan Tabungan BRI Rp 1.307 T",CNBC Indonesia,BBRI,"Largest in History, BRI Savings Deposits IDR 1,307 T"
1681,2023-03-14,"BRI Bagi Dividen Jumbo, Segini Porsi Pemerintah RI",CNBC Indonesia,BBRI,"BRI Distributes huge Dividends, This is the Portion of the Indonesian Government"
1682,2023-03-15,BRI Hingga CIMB Niaga Sebut Dampak Bangkrutnya SVB Bagi Perbankan RI Minim,Bisnis,BBRI,BRI and CIMB commerce say the impact of SVB's bankruptcy on Indonesian banking is minimal
1683,2023-03-15,BRI Salurkan Bantuan ke Korban Erupsi Gunung Merapi,CNBC Indonesia,BBRI,BRI Distributes Aid to Victims of the Mount Merapi Eruption
1684,2023-03-15,BRI Salurkan Bantuan ke Beberapa Wilayah Terdampak Banjir,CNBC Indonesia,BBRI,BRI Distributes Aid to Several Flood Affected Areas
1685,2023-03-15,Top! BRI Raih Pengakuan Sebagai Market Leader & Best Service,CNBC Indonesia,BBRI,Top! BRI Receives Recognition as Market Leader & Best Service
1686,2023-03-15,BRI Bidik Porsi Kredit Mikro Capai 45% dari Total Pembiayaan pada Tahun 2025,Kontan,BBRI,BRI Aims for Micro Credit Portion to Reach 45% of Total Financing by 2025
1687,2023-03-16,"Diaspora Bank Mandiri (BMRI) ke Puncak Himbara: dari Nixon BTN, Royke BNI, Hingga Sunarso BRI",Bisnis,BBRI,"Bank Mandiri (BMRI) Diaspora to Puncak Himbara: from Nixon BTN, Royke BNI, to Sunarso BRI"
1688,2023-03-16,Keren! BRI Ajak 25 UMKM Binaan Tampil di New York NOW 2023,CNBC Indonesia,BBRI,Cool! BRI Invites 25 MSMEs to Appear at New York NOW 2023
1689,2023-03-16,Sinergi MIND ID dan BRI Demi Optimalisasi Likuiditas,CNBC Indonesia,BBRI,Synergy between MIND ID and BRI for Optimizing Liquidity
1690,2023-03-16,"Tebar Rp 43,4 Triliun, Cek Jadwal Pembagian Dividen BRI (BBRI)",Kontan,BBRI,"Distribute IDR 43.4 Trillion, Check BRI (BBRI) Dividend Distribution Schedule"
1691,2023-03-16,"Pada Tahun 2025, BRI Targetkan Porsi Kredit Mikro Capai 45% dari Total Pembiayaan",Kontan,BBRI,"In 2025, BRI targets the portion of microcredit to reach 45% of total financing"
1692,2023-03-17,Simak Ini 4 Poin Penting Hasil RUPST Bank BRI,CNBC Indonesia,BBRI,Check Out These 4 Important Points from the Results of the BRI Bank AGMS
1693,2023-03-17,"BRI Tebar Dividen Rp 288,2/ Saham, Catat Jadwalnya!",CNBC Indonesia,BBRI,"BRI Distributes Dividends of IDR 288.2/Share, Note the Schedule!"
1694,2023-03-17,"Perluas Ekspansi Bisnis, BRI Jalin Kerja Sama dengan MIND ID",CNBC Indonesia,BBRI,"Expanding Business Expansion, BRI Collaborates with MIND ID"
1695,2023-03-17,Bank Rakyat Indonesia (BBRI) Akan Bagikan Dividen Jumbo Hingga 4 Tahun Mendatang,Kontan,BBRI,Bank Rakyat Indonesia (BBRI) will distribute huge dividends for the next 4 years
1696,2023-03-17,"IHSG Dibuka Menguat, Saham BBRI, TLKM dan GOTO di Zona Hijau",Bisnis,BBRI,"JCI Opens Stronger, BBRI, TLKM and GOTO Shares in Green Zone"
1697,2023-03-18,Perolehan Laba Bersih Awal 2023: BCA (BBCA) Lampaui BRI (BBRI),Bisnis,BBRI,Initial Net Profit 2023: BCA (BBCA) Exceeds BRI (BBRI)
1698,2023-03-18,"Ini Besaran dan Jadwal Pembayaran Dividen BBRI, BMRI, BBNI",Kontan,BBRI,"This is the Amount and Schedule of Dividend Payments for BBRI, BMRI, BBNI"
1699,2023-03-19,Bukan Kaleng-kaleng! Tabungan BRI Terbesar Sepanjang Sejarah,CNBC Indonesia,BBRI,Not Cans! The Largest BRI Savings in History
1700,2023-03-19,"Sebanyak 98,41% Nasabah BRI Telah Gunakan Platform BRIMo",Kontan,BBRI,As many as 98.41% of BRI customers have used the BRIMo platform
1701,2023-03-20,"Transaksi BRI Citilink Online Travel Fair Dipatok Rp 1,6 M",CNBC Indonesia,BBRI,BRI Citilink Online Travel Fair transactions are set at IDR 1.6 billion
1702,2023-03-20,"Bank Kakap BBCA, BBRI, BMRI dkk Tebar THR Dividen 2023 Triliunan, Catat Jadwal Cum Date",Bisnis,BBRI,"Big Banks BBCA, BBRI, BMRI et al Distribute THR Dividends 2023 Trillions, Note Cum Date Schedule"
1703,2023-03-20,"Mandiri, BRI, dan BNI Bakal Kelola Dana Pungutan Batu Bara Rp137,6 Trilliun",Bisnis,BBRI,"Mandiri, BRI and BNI Will Manage Coal Levy Funds of IDR 137.6 Trillion"
1704,2023-03-20,"Genjot Target Kredit UMKM, Ini Strategi Ala BRI (BBRI) dan Maybank Indonesia (BNII)",Bisnis,BBRI,"Boosting MSME Credit Targets, This is a Strategy Styled by BRI (BBRI) and Maybank Indonesia (BNII)"
1705,2023-03-20,"IHSG Melemah Sesi I, Saham GOTO, BBRI dan TLKM Rontok",Bisnis,BBRI,"JCI weakens in session I, GOTO, BBRI and TLKM shares fall"
1706,2023-03-20,"Mantap! 98,41% Nasabah BRI Sudah Pakai BRIMo",CNBC Indonesia,BBRI,Excellent! 98.41% of BRI customers have used BRIMo
1707,2023-03-20,"Bank BRI Tebar Dividen Jumbo Rp43,4 T, Simak Jadwalnya!",CNBC Indonesia,BBRI,"BRI Bank Distributes huge Dividend IDR 43.4 T, Check Out the Schedule!"
1708,2023-03-20,Top! Binaan LinkUMKM BRI Ini Sukses Raih Silver Play Button,CNBC Indonesia,BBRI,Top! This BRI UMKM Link has successfully achieved the Silver Play Button
1709,2023-03-20,"Hingga Maret, BRI Telah Salurkan Seluruh Dana Bantuan Ke Rekening Penerima Manfaat",Kontan,BBRI,"Until March, BRI Has Distributed All Aid Funds to Beneficiary Accounts"
1710,2023-03-21,QLola by BRI Dorong Ekonomi & Integrasi Supply Chain Nasabah,CNBC Indonesia,BBRI,QLola by BRI Encourages Economy & Customer Supply Chain Integration
1711,2023-03-21,"Video: QLola by BRI, Solusi Terkini Layanan Wholesale Banking",CNBC Indonesia,BBRI,"Video: QLola by BRI, the Latest Solution for Wholesale Banking Services"
1712,2023-03-21,"PPKM Dicabut, Bos Garuda Indonesia dan BRI Senyum! Kok Bisa?",CNBC Indonesia,BBRI,"PPKM Revoked, Garuda Indonesia and BRI Bosses Smile! How Come?"
1713,2023-03-23,BRI Sediakan Layanan Penukaran Uang di 391 Kantor Cabang Selama Ramadan,Kontan,BBRI,BRI Provides Money Exchange Services at 391 Branch Offices During Ramadan
1714,2023-03-23,Ini Jadwal Operasional Kantor BRI Selama Bulan Ramadan,Kontan,BBRI,This is the operational schedule for BRI offices during the month of Ramadan
1715,2023-03-23,"BRI-Citilink Kasih Diskon Tiket Pesawat Hingga 80%, Mau?",CNBC Indonesia,BBRI,"BRI-Citilink Gives Airline Ticket Discounts of Up to 80%, Do You Want It?"
1716,2023-03-23,"Dukung Digitalisasi Keuangan Daerah, BRI Kini Terkoneksi SIPD",CNBC Indonesia,BBRI,"Supporting the Digitalization of Regional Finance, BRI is Now Connected to SIPD"
1717,2023-03-23,"Perkuat Digitalisasi, Ini Strategi BRI 4 Tahun ke Depan",CNBC Indonesia,BBRI,"Strengthen Digitalization, This is BRI's Strategy for the Next 4 Years"
1718,2023-03-24,"Catat Nih, Jam Operasional Kantor BRI Selama Ramadan",CNBC Indonesia,BBRI,"Take note, BRI Office Operational Hours During Ramadan"
1719,2023-03-24,BRI Sediakan Layanan Penukaran Uang di 391 Kantor Cabang,CNBC Indonesia,BBRI,BRI Provides Money Exchange Services at 391 Branch Offices
1720,2023-03-24,"Restrukturisasi Covid-19 Berakhir Bulan Ini, BRI (BBRI) Jaga-Jaga Kredit Bermasalah",Bisnis,BBRI,"Covid-19 Restructuring Ends This Month, BRI (BBRI) Watches for Problem Loans"
1721,2023-03-25,"Punya 25 Juta Pengguna, BRI Catat Volume Transaksi BRImo Capai Rp 156,98 Triliun",Kontan,BBRI,"Having 25 Million Users, BRI Records BRImo Transaction Volume Reaching IDR 156.98 Trillion"
1722,2023-03-27,Hasil Riset BRI: Literasi Keuangan di Bali Kalahkan DKI Jakarta,Bisnis,BBRI,BRI Research Results: Financial Literacy in Bali Beats DKI Jakarta
1723,2023-03-27,"Rupiah Melemah di Tengah Kecemasan Deutsche Bank, Cek Kurs BBCA, BBRI, BMRI, & BBNI Hari Ini Senin (27/3/2023)",Bisnis,BBRI,"Rupiah Weakens Amid Deutsche Bank Anxiety, Check BBCA, BBRI, BMRI, & BBNI Exchange Rates Today Monday (27/3/2023)"
1724,2023-03-27,"Berkat BRI, Desa Ini Sukses Punya Agrowisata Anggur",CNBC Indonesia,BBRI,"Thanks to BRI, this village is successful in having wine agrotourism"
1725,2023-03-27,"Top! BRI Telah Berkontribusi 65,4% Inklusi Keuangan Indonesia",CNBC Indonesia,BBRI,Top! BRI Has Contributed to 65.4% of Indonesia's Financial Inclusion
1726,2023-03-28,"Investor Asing Nanya Soal Pemilu di RI, Bos BRI Jawab Ini",CNBC Indonesia,BBRI,"Foreign Investors Ask About Elections in Indonesia, BRI Boss Answers This"
1727,2023-03-28,BRI Bikin Pasar Percontohan Pengelolaan Sampah di Rogojampi,CNBC Indonesia,BBRI,BRI Creates Waste Management Pilot Market in Rogojampi
1728,2023-03-28,"Lebaran, BRI Siapin Duit Rp 32 T",CNBC Indonesia,BBRI,"Eid, BRI Prepares IDR 32 T"
1729,2023-03-28,"Krisis Bank Landa AS & Eropa! Karena Ini, BRI Yakin RI Aman",CNBC Indonesia,BBRI,"Bank Crisis Hits US & Europe! Because of this, BRI believes that RI is safe"
1730,2023-03-28,Top! BRI Borong 7 Penghargaan di Ajang PRIA 2023,CNBC Indonesia,BBRI,Top! BRI Wins 7 Awards at the 2023 PRIA Event
1731,2023-03-28,Bos BRI (BBRI) Ungkap Lima Poin Penting dari Bangkrutnya Silicon Valley Bank,Bisnis,BBRI,BRI (BBRI) Boss Reveals Five Important Points from Silicon Valley Bank's Bankruptcy
1732,2023-03-28,Bos BRI Buka-Bukaan Soal Indikator Bank RI Tahan Krisis,CNBC Indonesia,BBRI,BRI Boss Opens Up About Indicators for Bank RI to Resist the Crisis
1733,2023-03-28,Analisa BRI: Kegagalan SVB Terjadi Karena Kombinasi 5 Risiko Ini,Kontan,BBRI,BRI Analysis: SVB Failure Occurs Due to a Combination of These 5 Risks
1734,2023-03-29,Terpopuler Hari Ini: Eximbank Ubah Model Bisnis dan Daftar Lokasi Penukaran Uang BRI,Bisnis,BBRI,Most Popular Today: Eximbank Changes Business Model and List of BRI Money Exchange Locations
1735,2023-03-29,"Hingga Februari, BRI Kantongi Fee Based Income Rp 231 Miliar dari Agen BRILink",Kontan,BBRI,"Until February, BRI received fee based income of IDR 231 billion from BRILink agents"
1736,2023-03-30,"IHSG Mendaki Puncak Lagi, Saham BBCA, BBRI, dan BBNI Melaju Kencang",Bisnis,BBRI,"JCI climbs to the top again, BBCA, BBRI and BBNI shares move fast"
1737,2023-03-30,"BRI Lagi Cari Talenta Digital & IT Nih, Buruan Daftar!",CNBC Indonesia,BBRI,"BRI is Looking for Digital & IT Talent, Register Now!"
1738,2023-03-30,Bos BRI Ungkap Pelajaran Berharga dari Kasus SVB,CNBC Indonesia,BBRI,BRI Boss Reveals Valuable Lessons from the SVB Case
1739,2023-03-30,"Bos BBRI, BMRI, & BBNI Jawab Tren Margin Bunga Tinggi Bank di RI",Bisnis,BBRI,"BBRI, BMRI, & BBNI Bosses Answer the Trend of High Interest Margins for Banks in RI"
1740,2023-03-31,"IHSG Ditutup Melemah ke 6.805, Saham BBCA, BBRI, TLKM Berguguran",Bisnis,BBRI,"JCI Closes Lower to 6,805, BBCA, BBRI, TLKM Shares Fall"
1741,2023-03-31,BRI Danareksa Rampungkan Penjaminan Emisi Total Rp80 Triliun,CNBC Indonesia,BBRI,BRI mutual funds Completes Emission Underwriting Total IDR 80 Trillion
1742,2023-03-31,"IHSG Turun Tipis Sesi I ke 6.807 Tertekan Saham BBCA, BBRI dan GOTO",Bisnis,BBRI,"JCI Drops Slightly in Session I to 6,807 Pressured by BBCA, BBRI and GOTO Shares"
1743,2023-04-02,"Kredit Berkelanjutan BRI Tembus Rp 694,9 Triliun di Tahun 2022",Kontan,BBRI,BRI Sustainable Credit Reaches IDR 694.9 Trillion in 2022
1744,2023-04-03,"Market Leader ESG, Kredit Berkelanjutan BRI Tembus Rp 694,9 T",CNBC Indonesia,BBRI,"ESG Market Leader, BRI Sustainable Credit Reaches IDR 694.9 T"
1745,2023-04-03,BRI Siap Dukung Hapus Kredit Macet UMKM,CNBC Indonesia,BBRI,BRI Ready to Support Eliminating Bad Credit for MSMEs
1746,2023-04-03,"IHSG Hari Ini Bisa Menguat Terbatas, Cek Saham AISA, BBKP, BBRI & INDF",Bisnis,BBRI,"Today's JCI could gain limited strength, check AISA, BBKP, BBRI & INDF shares"
1747,2023-04-04,"IHSG Ditutup Menguat, Saham BMRI, BBCA, BBRI, dan ADRO Paling Laris",Bisnis,BBRI,"JCI Closed Stronger, BMRI, BBCA, BBRI and ADRO Shares Best Selling"
1748,2023-04-04,"Periksa Kurs Dollar-Rupiah di BRI Jelang Tengah Hari Ini Selasa, 4 April 2023",Kontan,BBRI,"Check the Dollar-Rupiah Exchange Rate at BRI Ahead of Midday Today Tuesday, April 4 2023"
1749,2023-04-04,BRI Siapkan Strategi Penguatan Program QRIS Cross Border,CNBC Indonesia,BBRI,BRI Prepares Strategy to Strengthen QRIS Cross Border Program
1750,2023-04-04,"IHSG Sesi I Turun ke 6.801, Saham BMRI, BBRI dan GOTO Kebakaran",Bisnis,BBRI,"IHSG Session I Drops to 6,801, BMRI, BBRI and GOTO Shares on Fire"
1751,2023-04-04,"BRI Buka 391 Cabang Buat Tukar Uang Lebaran, Cek Lokasinya",CNBC Indonesia,BBRI,"BRI opens 391 branches to exchange money for Eid, check the location"
1752,2023-04-04,"Lengkap! Lokasi Penukaran Uang Baru di Bank Mandiri, BRI, BNI, BCA di Jabodetabek",Bisnis,BBRI,"Complete! New Money Exchange Locations at Bank Mandiri, BRI, BNI, BCA in Jabodetabek"
1753,2023-04-05,"Ini Lokasi Tukar Uang THR Lebaran Mandiri, BRI, BNI, BSI, BCA",CNBC Indonesia,BBRI,"This is the location for exchanging THR money for Lebaran Mandiri, BRI, BNI, BSI, BCA"
1754,2023-04-05,Jadwal Lengkap Pembagian THR Dividen BBRI hingga BBCA April 2023,Bisnis,BBRI,Complete Schedule for Distribution of THR Dividends from BBRI to BBCA April 2023
1755,2023-04-06,"Tingkatkan Geliat Aktivitas Ekonomi, BRI Gelar Pasar Ramadan",CNBC Indonesia,BBRI,"Increasing Economic Activity, BRI Holds Ramadan Market"
1756,2023-04-07,"Demi ESG, BRI Bangun Kantor Konsep Green & Smart Building",CNBC Indonesia,BBRI,"For the sake of ESG, BRI Builds a Green & Smart Building Concept Office"
1757,2023-04-08,BRI Group Bagikan Sembako Hingga & Mudik Bareng Gratis,CNBC Indonesia,BBRI,BRI Group Distributes Basic Food Packages & Goes Home Together for Free
1758,2023-04-08,BRI Finance Komitmen Realisasikan Konsep Triple Bottom Line,Bisnis,BBRI,BRI Finance is Committed to Realizing the Triple Bottom Line Concept
1759,2023-04-08,"Catat! Ini Lokasi Penukaran Uang Baru di BCA, BRI, BNI, dan Bank Mandiri",Bisnis,BBRI,"Note! This is the new money exchange location at BCA, BRI, BNI and Bank Mandiri"
1760,2023-04-09,"Promo Kartu Kredit dari BSI (BRIS) hingga BRI (BBRI), Ada Tiket Mudik hingga Diskon Bukber",Bisnis,BBRI,"Credit Card Promos from BSI (BRIS) to BRI (BBRI), Homecoming Tickets and Bukber Discounts"
1761,2023-04-09,"10 Saham Paling Banyak Diborong Asing 2023, BBRI hingga PTBA",Bisnis,BBRI,"10 Shares Most Bought Up by Foreigners in 2023, BBRI to PTBA"
1762,2023-04-10,BRI Layani Penukaran Uang di Kepulauan Seribu Pakai Kapal,CNBC Indonesia,BBRI,BRI Serves Money Exchange in the Seribu Islands Using Boats
1763,2023-04-10,Top! BRI Raih Best Bank Awards Global Finance 2023,CNBC Indonesia,BBRI,Top! BRI Wins Best Bank Awards Global Finance 2023
1764,2023-04-10,"Cek Kurs di BCA, BRI, Bank Mandiri, & BNI Senin (10/4)",Bisnis,BBRI,"Check Exchange Rates at BCA, BRI, Bank Mandiri, & BNI Monday (10/4)"
1765,2023-04-11,"Jajaran Pemegang Saham BRI Terbaru, Siapa Paling Besar?",CNBC Indonesia,BBRI,"The Latest Ranking of BRI Shareholders, Who is the Biggest?"
1766,2023-04-11,"Lampaui Target, BRI Sukses Jual SBN SR018 Hingga Rp 1,7 T",CNBC Indonesia,BBRI,"Exceeding Target, BRI Successfully Sells SBN SR018 Up to IDR 1.7 T"
1767,2023-04-12,Pendapatan Bisnis Remitansi Bank Rakyat Indonesia (BRI) Tumbuh 75% Secara Tahunan,Kontan,BBRI,Bank Rakyat Indonesia (BRI) Remittance Business Revenue Grows 75% Annually
1768,2023-04-12,"10 Saham Yang Diborong Asing Saat IHSG Menguat, BBRI Nomor 1",CNBC Indonesia,BBRI,"10 Shares That Foreigners Bought When IHSG Strengthened, BBRI Number 1"
1769,2023-04-12,"Hari Ini THR Dividen BRI Cair, Nilainya Bikin Senyum",CNBC Indonesia,BBRI,"Today BRI Dividend THR is Disbursed, the Value Makes You Smile"
1770,2023-04-13,"Cara Buka Rekening BRI, Ini Syarat dan Minimum Setoran Awalnya",Bisnis,BBRI,"How to Open a BRI Account, These are the Requirements and Minimum Initial Deposit"
1771,2023-04-13,"IHSG Turun ke 6.793, Saham GOTO, BBRI, ITMG, TLKM Paling Laris",Bisnis,BBRI,"IHSG Drops to 6,793, GOTO, BBRI, ITMG, TLKM Shares Best Selling"
1772,2023-04-14,"IHSG Dibuka Naik ke 6.816, Saham BBRI, BBCA, BMRI Laris",Bisnis,BBRI,"JCI Opens Up to 6,816, BBRI, BBCA, BMRI Shares Selling"
1773,2023-04-14,"IHSG Sesi I Naik ke 6.823, Saham GOTO, BMRI dan BBRI Hijau",Bisnis,BBRI,"IHSG Session I Rises to 6,823, GOTO, BMRI and BBRI Shares Green"
1774,2023-04-14,"Borong 15 Penghargaan, Bos BRI Jadi Most Reputable CEO",CNBC Indonesia,BBRI,"Winning 15 Awards, BRI Boss Becomes Most Reputable CEO"
1775,2023-04-14,Strategi BRI (BBRI) Antisipasi Penipuan Berkedok QRIS,Bisnis,BBRI,BRI (BBRI) Strategy to Anticipate Fraud Under the Guise of QRIS
1776,2023-04-14,Berbagi Bahagia di Bulan Ramadan Bersama BRI Group,Kontan,BBRI,Sharing Happiness in the Month of Ramadan with BRI Group
1777,2023-04-14,"Temani Libur Lebaran, BRI Tetap Buka Layanan Secara Terbatas",CNBC Indonesia,BBRI,"Accompanying the Eid holidays, BRI continues to open services on a limited basis"
1778,2023-04-14,"Top, Saham BBRI Sentuh Rekor Tertinggi di 5.000-an",CNBC Indonesia,BBRI,"Top, BBRI Shares Touch Record High in 5,000s"
1779,2023-04-15,"BRI Finance Incar Pertumbuhan Pembiayaan Baru 44,1 Persen pada 2023",Bisnis,BBRI,BRI Finance Aims for New Financing Growth of 44.1 Percent in 2023
1780,2023-04-15,Semen Padang Kerja Sama Pengelolaan Dana Pensiun ke DPLK BRI,CNBC Indonesia,BBRI,Semen Padang Collaborates with Pension Fund Management with DPLK BRI
1781,2023-04-15,Lokasi Penukaran Uang Baru di BRI (BBRI) hingga BCA (BBCA) di Jakarta,Bisnis,BBRI,New Money Exchange Locations at BRI (BBRI) to BCA (BBCA) in Jakarta
1782,2023-04-16,"Saham BBRI Sentuh Rekor Tertinggi, Begini Prediksi Harga Selanjutnya",Kontan,BBRI,"BBRI Shares Hit Record High, Here's the Next Price Prediction"
1783,2023-04-17,"Jam Buka BRI Selama Libur Lebaran, Cek Jadwalnya",CNBC Indonesia,BBRI,"BRI Opening Hours During Eid Holidays, Check the Schedule"
1784,2023-04-17,"Capai Rekor Tertinggi, Saham BBRI Diprediksi Tembus Rp 6.200",CNBC Indonesia,BBRI,"Reaching Highest Record, BBRI Shares Predicted to Reach IDR 6,200"
1785,2023-04-17,"Saham BRI (BBRI) Jatuh dari Level Tertinggi, Masih ada Peluang Beli?",Bisnis,BBRI,"BRI (BBRI) Stocks Fall from Highest Level, Still a Buying Opportunity?"
1786,2023-04-17,"Cek Jam Operasional Lebaran BCA, BNI, BRI, Mandiri, BTN, BSI",CNBC Indonesia,BBRI,"Check the Eid operational hours of BCA, BNI, BRI, Mandiri, BTN, BSI"
1787,2023-04-17,"Berbagi Bahagia BRI Group, BRI Regional Office Jakarta 2 Bagikan 1000 Paket Sembako",Kontan,BBRI,"Sharing Happiness BRI Group, BRI Regional Office Jakarta 2 Distributes 1000 Basic Food Packages"
1788,2023-04-17,Laba BRI Insurance Syariah Tahun 2022 Naik Hampir Dua Kali Lipat,Bisnis,BBRI,BRI Insurance Syariah's Profit in 2022 Almost Doubles
1789,2023-04-18,BRI Gandeng Waze Beri Informasi Layanan Perbankan ke Pemudik,CNBC Indonesia,BBRI,BRI Collaborates with Waze to Provide Information on Banking Services to Homecomers
1790,2023-04-19,"Bagian dari TJSL, Ini Program BRI Life di 2023, Ada Asuransi Gratis untuk Pemudik",Kontan,BBRI,"Part of TJSL, this is the BRI Life Program in 2023, there is free insurance for travelers"
1791,2023-04-19,Bank BRI (BBRI) Buka Suara soal Hapus Buku Kredit Bermasalah UMKM,Bisnis,BBRI,Bank BRI (BBRI) Opens Voice about Deleting Problematic Credit Books for MSMEs
1792,2023-04-19,"Bos BRI Insurance Ungkap Resep Laba Tembus Rp366,75 Miliar",Bisnis,BBRI,BRI Insurance Boss Reveals Profit Recipe Reaching IDR 366.75 Billion
1793,2023-04-19,"Diprediksi Positif, Analis Sebut Kinerja Bank BRI (BBRI) Bakal Didorong Kupedes",Kontan,BBRI,"Predicted to be positive, analysts say Bank BRI (BBRI) performance will be boosted by Kupedes"
